,,2021,2021,2021,2021,2021,2021,2021,2021,2021,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2010,2009,2009,2009,2009,2009,2009,2009,2009,2009,2008,2008,2008,2008,2008,2008,2008,2008,2008,2007,2007,2007,2007,2007,2007,2007,2007,2007,2006,2006,2006,2006,2006,2006,2006,2006,2006,2005,2005,2005,2005,2005,2005,2005,2005,2005,2004,2004,2004,2004,2004,2004,2004,2004,2004,2003,2003,2003,2003,2003,2003,2003,2003,2003,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2001,2001,2001,2001,2001,2001
AL,006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Social Studies in Social Care,ATHLONE IT,315.0,345.0,False,False,False,False,False,Applied Social Studies in Social Care,ATHLONE IT,315.0,350.0,False,False,False,False,False,Applied Social Studies in Social Care,ATHLONE IT,340.0,380.0,False,False,False,False,False,Applied Social Studies in Social Care,ATHLONE IT,300.0,355.0,False,False,False,False,False,Applied Social Studies in Social Care,ATHLONE IT,295.0,335.0,False,False,False,False,False,Applied Social Studies in Social Care,ATHLONE IT,300.0,335.0,False,False,False,False,False,Applied Social Studies in Social Care,ATHLONE IT,305.0,345.0,False,False,False,False,False,Social Studies                                    ,ATHLONE IT,320.0,365.0,False,False,False,False,False,Social Studies                                    ,ATHLONE IT,330.0,360.0,False,False,False,False,False,Social Studies                                    ,ATHLONE IT,325.0,360.0,False,False,False,False,False,Social Studies                     ,ATHLONE IT,300.0,,False,False,False,False,False
AL,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Childcare Supervisory Management,ATHLONE IT,300.0,345.0,False,False,False,False,False,Childcare Supervisory Management,ATHLONE IT,280.0,320.0,False,False,False,False,False,Childcare Supervisory Management,ATHLONE IT,300.0,330.0,False,False,False,False,False,Childcare Supervisory Management,ATHLONE IT,280.0,325.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Office Admin                 ,ATHLONE IT,,,False,False,False,True,False
AL,008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotel and Leisure Management,ATHLONE IT,205.0,265.0,False,False,False,False,False,Hotel and Leisure Management,ATHLONE IT,140.0,230.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotel/Catering Supervision         ,ATHLONE IT,,,False,False,False,True,False
AL,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastics Engineering,ATHLONE IT,175.0,295.0,False,False,False,False,False,Plastics Engineering                              ,ATHLONE IT,115.0,215.0,False,False,False,False,False,Plastics Engineering                              ,ATHLONE IT,110.0,210.0,False,False,False,False,False,Plastics Engineering                              ,ATHLONE IT,,190.0,False,False,False,True,False,Plastics Engineering               ,ATHLONE IT,115.0,,False,False,False,False,False
AL,010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineering,ATHLONE IT,190.0,240.0,False,False,False,False,False,Mechanical Engineering,ATHLONE IT,200.0,260.0,False,False,False,False,False,Mechanical Engineering,ATHLONE IT,130.0,220.0,False,False,False,False,False,Mechanical Engineering,ATHLONE IT,155.0,275.0,False,False,False,False,False,Mechanical Engineering,ATHLONE IT,135.0,205.0,False,False,False,False,False,Mechanical Engineering,ATHLONE IT,135.0,270.0,False,False,False,False,False,Mechanical Engineering,ATHLONE IT,150.0,265.0,False,False,False,False,False,Mechanical Engineering                            ,ATHLONE IT,150.0,280.0,False,False,False,False,False,Mechanical Engineering                            ,ATHLONE IT,125.0,290.0,False,False,False,False,False,Mechanical Engineering                            ,ATHLONE IT,105.0,255.0,False,False,False,False,False,Mechanical Engineering             ,ATHLONE IT,,,False,False,False,True,False
AL,011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronics and Computer Engineering,ATHLONE IT,155.0,220.0,False,False,False,False,False,Electronics and Computer Engineering,ATHLONE IT,135.0,235.0,False,False,False,False,False,Electronics and Computer Engineering,ATHLONE IT,120.0,230.0,False,False,False,False,False,Electronics and Computer Engineering,ATHLONE IT,125.0,235.0,False,False,False,False,False,Electronics and Computer Engineering,ATHLONE IT,135.0,245.0,False,False,False,False,False,Electronics and Computer Engineering,ATHLONE IT,155.0,275.0,False,False,False,False,False,Electronics and Computer Engineering,ATHLONE IT,155.0,250.0,False,False,False,False,False,Electronics & Computer Engineering                ,ATHLONE IT,130.0,270.0,False,False,False,False,False,Electronics & Computer Engineering                ,ATHLONE IT,125.0,240.0,False,False,False,False,False,Electronics & Computer Engineering                ,ATHLONE IT,120.0,265.0,False,False,False,False,False,Electronics & Computer Engineering ,ATHLONE IT,125.0,,False,False,False,False,False
AL,012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineering,ATHLONE IT,205.0,300.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electronic Engineering             ,ATHLONE IT,,,False,False,False,True,False
AL,013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil Engineering,ATHLONE IT,190.0,295.0,False,False,False,False,False,Civil Engineering,ATHLONE IT,145.0,245.0,False,False,False,False,False,Civil Engineering,ATHLONE IT,140.0,250.0,False,False,False,False,False,Civil Engineering,ATHLONE IT,135.0,275.0,False,False,False,False,False,Civil Engineering,ATHLONE IT,135.0,265.0,False,False,False,False,False,Civil Engineering,ATHLONE IT,150.0,270.0,False,False,False,False,False,Civil Engineering,ATHLONE IT,170.0,275.0,False,False,False,False,False,Civil Engineering                                 ,ATHLONE IT,160.0,290.0,False,False,False,False,False,Civil Engineering                                 ,ATHLONE IT,135.0,285.0,False,False,False,False,False,Civil Engineering                                 ,ATHLONE IT,125.0,270.0,False,False,False,False,False,Civil Engineering                  ,ATHLONE IT,100.0,,False,False,False,False,False
AL,014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainable Construction,ATHLONE IT,180.0,265.0,False,False,False,False,False,Sustainable Construction,ATHLONE IT,190.0,265.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mineral Engineering                ,ATHLONE IT,135.0,,False,False,False,False,False
AL,015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction Studies,ATHLONE IT,170.0,220.0,False,False,False,False,False,Construction Studies,ATHLONE IT,150.0,230.0,False,False,False,False,False,Construction Studies,ATHLONE IT,150.0,220.0,False,False,False,False,False,Construction Studies,ATHLONE IT,120.0,225.0,False,False,False,False,False,Construction Studies,ATHLONE IT,125.0,240.0,False,False,False,False,False,Construction Studies,ATHLONE IT,150.0,245.0,False,False,False,False,False,Construction Studies,ATHLONE IT,165.0,260.0,False,False,False,False,False,Construction Studies                              ,ATHLONE IT,155.0,240.0,False,False,False,False,False,Construction Studies                              ,ATHLONE IT,120.0,250.0,False,False,False,False,False,Construction Studies                              ,ATHLONE IT,105.0,220.0,False,False,False,False,False,Construction Studies               ,ATHLONE IT,,,False,False,False,True,False
AL,016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science (Bioscience/Chemistry),ATHLONE IT,,280.0,False,False,False,True,False,Science (Bioscience/Chemistry),ATHLONE IT,100.0,270.0,False,False,False,False,True,Science (Bioscience/Chemistry),ATHLONE IT,115.0,260.0,False,False,False,False,False,Science (Bioscience/Chemistry),ATHLONE IT,190.0,405.0,False,False,False,False,False,Science (Bioscience/Chemistry),ATHLONE IT,105.0,340.0,False,False,False,False,False,Science  (Applied Biology/Applied Chemistry),ATHLONE IT,180.0,325.0,False,False,False,False,False,Science (Applied Biology/Applied Chemistry),ATHLONE IT,170.0,330.0,False,False,False,False,False,Science (Applied Biology /Applied Chemistry )     ,ATHLONE IT,170.0,345.0,False,False,False,False,False,Science (Applied Biology )                        ,ATHLONE IT,,310.0,False,False,False,True,False,Science (Applied Biology )                        ,ATHLONE IT,130.0,310.0,False,False,False,False,False,Science (Applied Biology )         ,ATHLONE IT,,,False,False,False,True,False
AL,017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spa Management,ATHLONE IT,200.0,270.0,False,False,False,False,False,Spa Management,ATHLONE IT,170.0,265.0,False,False,False,False,False,Spa Management,ATHLONE IT,120.0,255.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science ( Applied Chemistry )      ,ATHLONE IT,200.0,,False,False,False,False,False
AL,018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality Business Management,ATHLONE IT,120.0,255.0,False,False,False,False,False,Hospitality Business Management,ATHLONE IT,,240.0,False,False,False,True,False,Hospitality Business Management,ATHLONE IT,120.0,245.0,False,False,False,False,False,Hospitality Business Management,ATHLONE IT,120.0,245.0,False,False,False,False,False,Hotel and Catering Management,ATHLONE IT,145.0,250.0,False,False,False,False,False,Hotel/Catering Management.                        ,ATHLONE IT,140.0,240.0,False,False,False,False,False,Hotel/Catering Management.                        ,ATHLONE IT,140.0,230.0,False,False,False,False,False,Hotel/Catering Management.                        ,ATHLONE IT,135.0,240.0,False,False,False,False,False,Hotel/Catering Management.         ,ATHLONE IT,110.0,,False,False,False,False,False
AL,019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Engineering,ATHLONE IT,180.0,315.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional Accountancy                          ,ATHLONE IT,275.0,405.0,False,False,False,False,False,Professional Accountancy                          ,ATHLONE IT,230.0,395.0,False,False,False,False,False,Professional Accountancy           ,ATHLONE IT,290.0,,False,False,False,False,False
AL,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Design (Communications),ATHLONE IT,465.0,820.0,False,False,False,False,False,Design (Communications),ATHLONE IT,565.0,755.0,False,False,False,False,False,Design (Communications),ATHLONE IT,525.0,760.0,False,False,False,False,False,Design (Communications),ATHLONE IT,760.0,860.0,False,True,False,False,False,Design (Communications),ATHLONE IT,700.0,845.0,False,True,False,False,False,Design (Communications),ATHLONE IT,600.0,875.0,False,True,False,False,False,Design (Communications),ATHLONE IT,570.0,815.0,False,True,False,False,False,Design ( Communications )                         ,ATHLONE IT,535.0,655.0,False,True,False,False,False,Communications Design                             ,ATHLONE IT,545.0,635.0,False,True,False,False,False,Communications Design                             ,ATHLONE IT,575.0,685.0,False,True,False,False,False,Communications Design              ,ATHLONE IT,530.0,,False,True,False,False,False
AL,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biotechnology,ATHLONE IT,170.0,300.0,False,False,False,False,False,Biotechnology,ATHLONE IT,145.0,320.0,False,False,False,False,False,Biotechnology,ATHLONE IT,155.0,295.0,False,False,False,False,False,Biotechnology,ATHLONE IT,,275.0,False,False,False,True,False,Biotechnology,ATHLONE IT,180.0,325.0,False,False,False,False,False,Biotechnology,ATHLONE IT,195.0,320.0,False,False,False,False,False,Biotechnology,ATHLONE IT,180.0,365.0,False,False,False,False,False,Biotechnology                                     ,ATHLONE IT,170.0,375.0,False,False,False,False,False,Biotechnology                                     ,ATHLONE IT,195.0,330.0,False,False,False,False,False,Science (Cell & Molecular Biology)                ,ATHLONE IT,120.0,370.0,False,False,False,False,False,Science (Cell & Molecular Biology) ,ATHLONE IT,205.0,,False,False,False,False,False
AL,022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Computing,ATHLONE IT,190.0,295.0,False,False,False,False,False,Business Computing,ATHLONE IT,175.0,270.0,False,False,False,False,False,Business Computing,ATHLONE IT,140.0,265.0,False,False,False,False,False,Business Computing,ATHLONE IT,130.0,250.0,False,False,False,False,False,Business Computing,ATHLONE IT,150.0,260.0,False,False,False,False,False,Business Computing,ATHLONE IT,155.0,270.0,False,False,False,False,False,Computing,ATHLONE IT,170.0,270.0,False,False,False,False,False,Computing                                         ,ATHLONE IT,125.0,245.0,False,False,False,False,False,Computing                                         ,ATHLONE IT,125.0,235.0,False,False,False,False,False,Computing                                         ,ATHLONE IT,105.0,245.0,False,False,False,False,False,Computing                          ,ATHLONE IT,150.0,,False,False,False,False,False
AL,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accounting Technician,ATHLONE IT,,245.0,False,False,False,True,False,Accounting Technician,ATHLONE IT,,245.0,False,False,False,True,False,Accounting Technician,ATHLONE IT,,240.0,False,False,False,True,False,Accounting Technician,ATHLONE IT,105.0,285.0,False,False,False,False,False,Accounting Technician (Two-year course),ATHLONE IT,,270.0,False,False,False,True,False,Accounting Technician,ATHLONE IT,,315.0,False,False,False,True,False,Accounting Technician (Two-year course),ATHLONE IT,,295.0,False,False,False,True,False,Accounting Technician                             ,ATHLONE IT,105.0,300.0,False,False,False,False,False,Accounting Technician                             ,ATHLONE IT,,250.0,False,False,False,True,False,Accounting Technician                             ,ATHLONE IT,,255.0,False,False,False,True,False,Accounting Technician              ,ATHLONE IT,,,False,False,False,True,False
AL,024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering - Mechatronics,ATHLONE IT,185.0,265.0,False,False,False,False,False,Engineering - Mechatronics,ATHLONE IT,170.0,265.0,False,False,False,False,False,Engineering - Mechatronics,ATHLONE IT,170.0,305.0,False,False,False,False,False,Engineering - Mechatronics,ATHLONE IT,165.0,215.0,False,False,False,False,False,Engineering - Mechatronics,ATHLONE IT,150.0,275.0,False,False,False,False,False,Engineering - Mechatronics,ATHLONE IT,190.0,315.0,False,False,False,False,False,Engineering - Mechatronics,ATHLONE IT,195.0,320.0,False,False,False,False,False,Engineering - Mechatronics                        ,ATHLONE IT,160.0,350.0,False,False,False,False,False,Engineering - Mechatronics                        ,ATHLONE IT,100.0,265.0,False,False,False,False,False,Engineering - Mechatronics                        ,ATHLONE IT,125.0,305.0,False,False,False,False,False,Engineering - Mechatronics         ,ATHLONE IT,190.0,,False,False,False,False,False
AL,025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business (Equine Studies),ATHLONE IT,190.0,280.0,False,False,False,False,False,Business (Equine Studies),ATHLONE IT,120.0,280.0,False,False,False,False,False,Business (Equine Studies),ATHLONE IT,,275.0,False,False,False,True,False,Business (Equine Studies),ATHLONE IT,,275.0,False,False,False,True,False,Business (Equine Studies),ATHLONE IT,110.0,260.0,False,False,False,False,False,Business (Equine Studies),ATHLONE IT,,260.0,False,False,False,True,False,Business Studies (Equine Studies),ATHLONE IT,155.0,245.0,False,False,False,False,False,Business Studies ( Equine Studies )               ,ATHLONE IT,,255.0,False,False,False,True,False,Equine Studies                                    ,ATHLONE IT,100.0,265.0,False,False,False,False,False,Equine Studies                                    ,ATHLONE IT,,255.0,False,False,False,True,False,Equine Studies                     ,ATHLONE IT,,,False,False,False,True,False
AL,026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil Engineering,ATHLONE IT,195.0,370.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Languages and Business Administration,ATHLONE IT,,,False,False,False,False,False,,,,,,,,,,Humanities (Languages & Bus Admin.)               ,ATHLONE IT,220.0,330.0,False,False,False,False,False,Humanities (Languages & Bus Admin.)               ,ATHLONE IT,115.0,330.0,False,False,False,False,False,Humanities (Languages & Bus Admin.),ATHLONE IT,120.0,,False,False,False,False,False
AL,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business (Sport and Recreation),ATHLONE IT,270.0,305.0,False,False,False,False,False,Business (Sport and Recreation),ATHLONE IT,280.0,315.0,False,False,False,False,False,Business (Sport and Recreation),ATHLONE IT,230.0,285.0,False,False,False,False,False,Business (Sport and Recreation),ATHLONE IT,185.0,255.0,False,False,False,False,False,Business (Sport and Recreation),ATHLONE IT,210.0,280.0,False,False,False,False,False,Business (Sport and Recreation),ATHLONE IT,225.0,280.0,False,False,False,False,False,Business Studies (Sport and Recreation),ATHLONE IT,260.0,315.0,False,False,False,False,False,Business Studies (Sport & Recreation)             ,ATHLONE IT,280.0,330.0,False,False,False,False,False,Business Studies (Sport & Recreation)             ,ATHLONE IT,255.0,295.0,False,False,False,False,False,Business Studies (Sport & Recreation)             ,ATHLONE IT,250.0,290.0,False,False,False,False,False,Business Studies (Sport & Recreatio,ATHLONE IT,240.0,,False,False,False,False,False
AL,028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Office and Tourism Management,ATHLONE IT,110.0,240.0,False,False,False,False,True,Front Office and Tourism Management,ATHLONE IT,120.0,240.0,False,False,False,False,False,Front Office and Tourism Management,ATHLONE IT,,225.0,False,False,False,True,False,Front Office and Tourism Management,ATHLONE IT,140.0,230.0,False,False,False,False,False,Front Office and Tourism Management,ATHLONE IT,125.0,230.0,False,False,False,False,False,Front Office and Tourism Management,ATHLONE IT,120.0,240.0,False,False,False,False,False,Front Office and Tourism Management               ,ATHLONE IT,145.0,245.0,False,False,False,False,False,Front Office and Tourism Management               ,ATHLONE IT,150.0,250.0,False,False,False,False,False,Front Office and Tourism Management               ,ATHLONE IT,150.0,255.0,False,False,False,False,False,,,,,,,,,
AL,029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veterinary Nursing,ATHLONE IT,405.0,445.0,False,False,False,False,False,Veterinary Nursing,ATHLONE IT,415.0,450.0,False,False,False,False,False,Veterinary Nursing,ATHLONE IT,405.0,450.0,False,False,False,False,False,Veterinary Nursing,ATHLONE IT,375.0,440.0,False,False,False,False,False,Veterinary Nursing,ATHLONE IT,370.0,420.0,False,False,False,False,False,Veterinary Nursing,ATHLONE IT,360.0,410.0,False,False,False,False,False,Veterinary Nursing,ATHLONE IT,370.0,420.0,False,False,False,False,False,Veterinary Nursing                                ,ATHLONE IT,360.0,415.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,ACCA Accounting Technician Program ,ATHLONE IT,105.0,,False,False,False,False,False
